sample_id,modality,official_seq_index,mapping_status,source_hash,mapping_method,mapping_version,text_char_start,text_char_end,start_sec,end_sec,frame_pts_sec,note
13,vision,4,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,5,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,6,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,7,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,8,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,9,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,10,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,11,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,12,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,13,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,14,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,15,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,16,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
